-0.761004 -1.21244 -0.101871 -2.3685 -1.05778 -2.20824 0.563838 1.21105 2.21031 0.444562 -1.18245 1.04289 -1.60559 1.3042 1.37175 1.74825 -0.233656 -1.52014 1.15324 0.103681 -0.372077 -0.6153 -0.125684 -2.27193 -0.718362 -1.2969 
-0.617852 0.615592 -1.26551 1.85745 -0.918533 -0.0550259 -0.385898 1.29521 -1.56843 -0.970264 -2.18335 -2.85034 -2.07733 1.63163 0.349023 1.82789 -2.44174 -0.856303 -0.298256 -2.07948 -1.29332 0.89982 0.283066 2.31181 -2.46444 1.45657 
-0.689341 -1.94538 2.01361 -3.12316 -0.236176 1.38681 0.909824 -1.54774 -0.798309 -0.655998 0.735383 -2.58593 0.472108 0.553495 2.51255 -2.41675 -1.63899 1.20273 -1.20246 -1.83446 -1.88013 -0.340561 0.236925 -1.06138 1.02759 -0.476908 
-0.678325 0.462992 0.584923 -0.165018 1.93264 -0.229658 -1.84731 0.490118 1.07146 -3.31906 1.54114 0.373719 -0.864847 -2.58274 0.970624 -0.510219 -0.684279 -1.64714 0.211531 -0.274224 1.726 1.32419 -2.63984 -0.0805587 -2.03511 -1.46124 
-0.596643 -2.04482 2.05698 1.95101 0.176377 -2.16141 -0.403947 1.80158 -1.56279 -0.25253 0.235865 0.716567 1.07689 -0.354573 -1.67743 -0.129393 -0.674888 1.14067 1.32431 3.21158 -2.15889 -2.60164 -3.22265 -1.89613 -0.874881 2.51039 
-0.877949 0.434411 -0.93161 0.183908 -0.360782 0.619581 0.386249 -2.6515 2.29711 -2.08818 -1.86382 1.06058 0.775621 2.13469 -1.14974 -0.520814 0.997434 -1.48309 -2.31394 0.295173 -0.387049 -2.20608 0.307022 -1.17646 -1.63463 -0.824677 
-0.527465 1.21564 -1.50096 -2.03195 -1.52367 -2.43732 -2.3757 -1.39987 -0.887353 -0.632789 1.5045 -1.58076 0.585992 -0.775404 0.942573 2.1092 0.544791 0.437736 -1.28024 -0.0436099 1.4775 -1.13277 -0.728469 0.0473472 1.65746 1.68541 
-0.749015 -0.722491 -3.15228 0.365778 0.198114 -0.730599 1.65264 -2.30036 -1.87468 0.980954 -1.58825 1.35434 2.17895 -1.9924 -2.00371 -0.388613 -2.33993 -2.91719 0.993986 -2.70477 -1.2714 1.86091 -1.20519 -0.380142 0.708718 -2.11014 
-0.666547 0.536018 1.30308 -1.03373 -4.03085 0.581735 -2.65718 0.8038 -1.09242 2.4991 0.362008 0.661953 -0.921605 -0.831237 -2.00201 -2.94898 0.645642 -1.10115 0.745103 0.585067 -1.99545 0.625911 1.80596 -0.223093 -1.40442 -2.13192 
-0.460891 -1.43945 -1.2181 0.71093 0.452169 -0.359534 0.62285 -0.670053 -0.706914 0.0631135 -1.23199 -1.74645 -2.71961 -2.21437 -1.69308 -0.909274 0.878523 1.18665 -1.87041 0.397963 1.72114 -1.36934 0.858067 -0.247796 1.28009 -1.32752 
